date,away,home,first_downs_away,first_downs_home,third_downs_away,third_downs_home,fourth_downs_away,fourth_downs_home,passing_yards_away,passing_yards_home,rushing_yards_away,rushing_yards_home,total_yards_away,total_yards_home,comp_att_away,comp_att_home,sacks_away,sacks_home,rushing_attempts_away,rushing_attempts_home,fumbles_away,fumbles_home,int_away,int_home,turnovers_away,turnovers_home,penalties_away,penalties_home,redzone_away,redzone_home,drives_away,drives_home,def_st_td_away,def_st_td_home,possession_away,possession_home
9/7/2003,Colts,Browns,18,18,7-12,4-11,0-0,0-0,204,182,67,98,271,280,27-43,20-29,1-7,0-0,15,26,0,0,2,2,2,2,9-53,9-64,0-1,0-0,1,1,0,0,27:21:00,32:39:00
9/7/2003,Cardinals,Lions,21,16,9-15,6-13,0-1,1-1,339,195,95,66,434,261,28-46,17-30,2-19,0-0,20,23,2,0,1,0,3,0,12-80,6-36,0-1,0-1,1,2,0,3,34:06:00,25:54:00
9/7/2003,Vikings,Packers,21,22,8-14,5-10,0-0,0-0,183,242,154,62,337,304,15-30,25-41,2-12,1-6,36,19,2,1,0,4,2,5,7-65,6-60,0-1,0-1,2,2,0,0,33:20:00,26:40:00
9/7/2003,Texans,Dolphins,16,14,6-17,5-13,0-0,0-0,266,215,127,86,393,301,17-32,17-32,0-0,2-12,34,22,0,1,0,2,0,3,8-67,11-87,0-0,0-0,1,1,0,0,33:18:00,26:42:00
9/7/2003,Rams,Giants,18,15,5-16,5-13,1-4,0-0,315,187,40,149,355,336,35-55,14-26,6-38,2-15,13,27,3,3,1,0,4,3,5-35,7-59,0-0,0-0,2,3,0,2,33:14:00,26:46:00
9/7/2003,Ravens,Steelers,17,21,5-16,7-15,1-2,1-1,143,251,88,88,231,339,22-43,21-29,2-9,2-9,23,34,1,1,1,0,2,1,10-81,9-138,0-1,0-2,2,2,0,0,27:20:00,32:40:00
9/7/2003,Jaguars,Panthers,17,17,4-13,4-14,0-0,1-1,256,120,75,122,331,242,23-27,16-30,4-16,5-21,28,26,1,0,0,2,1,2,8-82,9-83,0-0,0-1,2,3,0,0,33:23:00,26:37:00
9/7/2003,Falcons,Cowboys,17,16,4-11,5-13,0-0,0-1,220,254,98,149,318,403,16-27,15-32,2-8,3-14,30,24,0,1,1,1,1,2,4-31,7-49,0-5,0-5,15,16,0,0,33:00:00,27:00:00
9/7/2003,Bears,49ers,8,23,3-14,8-16,0-1,0-1,72,229,55,162,127,391,14-34,19-35,5-23,0-0,20,42,2,1,3,1,5,2,4-30,4-25,0-7,0-9,26,17,0,2,21:57,38:03:00
9/7/2003,Saints,Seahawks,20,17,10-19,3-12,0-1,0-0,263,119,96,151,359,270,29-47,12-23,2-11,3-18,26,33,3,0,1,0,4,0,11-114,3-20,0-5,0-6,18,14,0,0,34:39:00,25:21:00
9/8/2003,Buccaneers,Eagles,19,13,9-17,2-11,0-0,0-2,238,124,90,121,328,245,27-36,19-37,0-0,3-24,31,16,0,1,1,1,1,2,7-64,3-25,0-1,0-1,4,4,0,0,37:39:00,22:21
9/14/2003,Washington,Falcons,23,17,5-15,1-11,0-0,0-0,310,184,125,99,435,283,25-39,16-36,6-46,3-13,31,22,2,0,0,2,2,2,12-79,5-35,0-3,0-8,21,22,0,0,34:42:00,25:18:00
9/14/2003,Lions,Packers,14,17,6-20,6-15,1-2,0-0,237,132,56,200,293,332,26-55,15-28,1-4,0-0,17,35,0,1,3,1,3,2,7-60,7-35,0-5,0-2,21,15,0,2,27:16:00,32:44:00
9/14/2003,Titans,Colts,14,20,4-13,3-12,1-2,1-1,183,164,53,127,236,291,22-34,14-21,5-26,1-9,19,34,1,0,1,0,2,0,10-99,6-38,0-6,0-4,19,12,0,2,29:10:00,30:50:00
9/14/2003,Steelers,Chiefs,16,19,6-16,5-11,0-2,0-0,320,123,60,159,380,282,28-47,15-21,4-16,1-1,16,35,1,0,3,2,4,2,8-82,4-32,0-6,0-4,20,17,2,3,29:13:00,30:47:00
9/14/2003,49ers,Rams,20,21,4-14,6-14,2-2,0-0,242,190,148,88,390,278,21-38,25-36,1-1,5-46,26,24,0,4,1,0,1,4,13-121,4-43,0-7,0-9,17,17,0,0,30:03:00,31:57:00
9/14/2003,Texans,Saints,16,12,4-16,8-17,2-3,0-0,183,182,75,110,258,292,17-36,18-27,5-30,2-7,24,27,0,0,2,0,2,0,11-86,9-78,0-5,0-1,18,15,0,2,27:47:00,32:13:00
9/14/2003,Dolphins,Jets,23,17,4-10,7-14,0-0,0-1,189,366,187,21,376,387,14-19,29-45,1-1,1-7,44,11,1,0,0,1,1,1,4-30,7-52,0-4,0-4,12,13,0,0,35:46:00,24:14:00
9/14/2003,Bills,Jaguars,20,20,8-14,4-14,1-2,3-4,328,192,43,95,371,287,20-27,26-40,0-0,3-22,32,22,0,0,0,0,0,0,6-55,8-97,0-6,0-8,13,16,0,0,31:10:00,28:50:00
9/14/2003,Browns,Ravens,9,14,4-16,4-15,0-2,1-1,115,50,60,343,175,393,17-37,7-18,3-32,4-28,20,41,1,2,2,1,3,3,6-50,10-85,0-7,0-6,21,19,0,2,29:16:00,30:44:00
9/14/2003,Seahawks,Cardinals,16,18,6-12,10-18,0-0,0-1,193,193,130,93,323,286,10-21,25-46,1-2,2-12,30,24,0,2,0,4,0,6,8-64,4-40,0-3,0-4,11,18,2,0,26:29:00,33:31:00
9/14/2003,Panthers,Buccaneers,14,25,4-17,8-18,0-0,0-0,87,337,171,60,258,397,9-23,34-61,1-9,1-2,40,22,0,0,2,1,2,1,16-120,17-168,0-4,0-4,14,16,0,0,35:01:00,36:31:00
9/14/2003,Bengals,Raiders,27,12,9-18,2-10,0-0,0-0,287,103,129,134,416,237,25-41,13-28,2-16,0-0,39,20,0,0,2,0,2,0,7-65,6-59,0-7,0-6,17,16,0,2,39:24:00,20:36
9/14/2003,Patriots,Eagles,17,23,4-17,3-14,1-2,0-0,247,168,62,100,309,268,30-44,20-48,2-8,8-43,30,16,0,4,0,2,0,6,8-84,7-53,0-5,0-5,19,22,2,0,36:35:00,23:25
9/14/2003,Broncos,Chargers,24,19,4-11,1-11,1-1,2-3,185,182,197,121,382,303,16-29,20-41,1-7,0-0,33,18,0,0,0,1,0,1,10-81,11-96,0-9,0-8,14,17,0,0,33:13:00,26:47:00
9/14/2003,Bears,Vikings,10,25,2-9,9-14,0-0,0-0,128,198,80,202,208,400,14-23,20-26,3-17,3-16,17,39,0,1,1,0,1,1,6-50,3-25,0-6,0-8,14,13,0,0,21:18,38:42:00
9/15/2003,Cowboys,Giants,24,20,5-16,8-17,0-0,0-0,296,256,107,53,403,309,25-40,21-51,4-25,2-9,36,17,0,1,1,2,1,3,11-108,10-102,0-2,0-1,3,5,2,2,42:30:00,26:34:00
9/21/2003,Buccaneers,Falcons,18,13,4-13,3-12,0-0,1-1,184,107,132,29,316,136,16-24,18-31,1-8,2-20,37,19,1,1,0,4,1,5,10-123,5-35,0-6,0-5,16,19,0,0,35:04:00,24:56:00
9/21/2003,Steelers,Bengals,22,11,8-16,3-10,2-2,0-0,238,125,138,57,376,182,21-34,16-24,1-2,4-32,38,16,0,0,1,1,1,1,6-53,7-49,0-5,0-4,12,11,0,0,37:06:00,22:54
9/21/2003,Vikings,Lions,14,22,5-14,6-15,0-0,0-1,287,225,127,77,414,302,15-32,24-42,2-2,2-10,22,26,0,0,1,3,1,3,11-125,9-56,0-6,0-6,16,16,0,0,25:25:00,34:35:00
9/21/2003,Saints,Titans,11,28,3-8,8-14,0-1,1-1,165,280,23,105,188,385,15-23,24-35,3-20,2-1,15,35,2,1,0,0,2,1,5-27,3-14,0-7,0-7,15,11,0,0,20:49,39:11:00
9/21/2003,Jaguars,Colts,15,17,5-13,7-14,0-0,0-0,114,216,152,73,266,289,16-28,21-33,2-8,0-0,25,30,1,0,0,1,1,1,7-38,4-20,0-8,0-5,15,14,0,0,23:48,36:12:00
9/21/2003,Jets,Patriots,16,19,1-13,5-14,0-2,0-0,264,147,65,147,329,294,25-44,15-26,0-0,5-34,17,36,0,1,1,0,1,1,6-52,9-87,0-5,0-7,19,17,0,2,27:23:00,32:37:00
9/21/2003,Chiefs,Texans,27,20,7-13,4-15,0-0,2-2,258,209,168,107,426,316,16-28,24-38,1-4,1-9,35,26,0,2,2,2,2,4,4-20,10-74,0-5,0-7,15,19,3,0,30:21:00,29:39:00
9/21/2003,Packers,Cardinals,18,21,4-11,8-13,0-0,0-0,245,273,66,81,311,354,23-33,20-31,0-0,0-0,23,31,1,0,1,1,2,1,4-48,7-57,0-4,0-6,13,13,0,0,26:54:00,33:06:00
9/21/2003,Rams,Seahawks,19,20,5-13,7-14,0-1,0-1,226,220,82,96,308,316,21-34,22-39,0-0,4-36,28,22,1,0,2,1,3,1,3-15,4-30,0-9,0-7,15,17,0,2,32:19:00,27:41:00
9/21/2003,Giants,Washington,25,25,1-10,7-15,0-0,0-0,270,332,129,124,399,456,24-39,23-45,1-6,3-16,31,22,0,0,0,1,0,1,15-124,17-142,0-5,0-5,17,15,0,0,34:32:00,29:43:00
9/21/2003,Ravens,Chargers,16,25,3-9,6-15,0-0,1-1,97,257,152,132,249,389,12-21,28-45,1-1,1-13,32,30,0,0,1,3,1,3,4-28,10-61,0-3,0-4,14,14,1,0,24:48:00,35:12:00
9/21/2003,Browns,49ers,20,15,9-14,5-15,0-0,0-2,200,190,51,75,251,265,25-38,21-35,3-22,2-8,19,24,1,0,1,1,2,1,7-60,8-88,0-5,0-5,11,12,0,0,28:45:00,31:15:00
9/21/2003,Bills,Dolphins,8,23,1-9,6-14,0-0,0-0,77,147,41,166,118,313,10-26,16-28,4-21,1-7,14,44,0,1,3,2,3,3,11-84,4-35,0-3,0-4,16,13,2,0,19:10,40:50:00
9/22/2003,Raiders,Broncos,11,20,4-15,6-12,1-2,0-0,156,193,39,190,195,383,17-35,14-21,5-28,2-4,16,39,0,1,1,0,1,1,13-98,6-35,0-3,0-5,17,16,0,0,24:41:00,35:19:00
9/28/2003,Eagles,Bills,19,15,9-16,6-15,0-0,2-3,159,287,176,21,335,308,18-29,27-43,2-14,2-9,34,12,0,1,0,0,0,1,7-45,10-84,0-5,0-7,12,15,0,0,33:48:00,26:12:00
9/28/2003,Bengals,Browns,17,18,9-15,5-11,0-0,0-1,215,270,80,69,295,339,23-31,23-36,0-0,2-10,29,22,0,0,0,1,0,1,11-60,11-101,0-4,0-5,11,13,0,0,29:47:00,30:13:00
9/28/2003,Cardinals,Rams,7,34,0-8,11-17,2-2,0-0,125,268,36,133,161,401,13-21,28-42,1-10,1-4,14,41,3,0,0,1,3,1,10-92,5-35,0-2,0-7,17,14,1,0,17:33,42:27:00
9/28/2003,49ers,Vikings,18,19,6-15,5-10,1-4,0-0,227,252,145,102,372,354,23-41,16-21,4-27,2-15,25,30,0,0,3,0,3,0,9-55,4-29,0-7,0-5,15,12,0,0,30:58:00,29:02:00
9/28/2003,Titans,Steelers,9,25,3-10,4-13,0-0,2-3,158,307,40,69,198,376,15-16,31-47,1-3,3-25,22,25,0,0,0,2,0,2,10-77,8-80,0-5,0-7,16,15,2,0,24:10:00,35:50:00
9/28/2003,Patriots,Washington,23,15,7-15,3-11,0-1,0-0,281,134,106,119,387,253,25-38,10-22,1-8,2-13,30,29,1,0,3,0,4,0,8-64,9-75,0-5,0-7,15,16,0,0,33:39:00,26:21:00
9/28/2003,Jaguars,Texans,15,21,2-11,7-16,1-1,1-1,263,229,79,110,342,339,18-37,23-37,0-0,1-5,22,37,2,2,3,2,5,4,9-48,4-43,0-5,0-6,16,17,0,0,24:46:00,35:14:00
9/28/2003,Chargers,Raiders,22,23,3-13,5-15,1-1,2-2,208,328,222,120,430,448,22-32,26-43,0-0,3-20,39,24,0,1,1,1,1,2,9-111,7-57,0-6,0-5,20,19,0,0,37:13:00,32:46:00
9/28/2003,Chiefs,Ravens,15,22,4-14,5-12,0-0,0-1,136,124,129,202,265,326,17-28,15-26,3-23,3-16,28,36,0,1,0,3,0,4,4-26,4-30,0-4,0-4,15,15,1,0,28:45:00,31:15:00
9/28/2003,Lions,Broncos,16,20,7-15,4-11,1-2,0-0,141,253,144,79,285,332,15-33,25-34,1-8,3-24,24,23,0,1,0,0,0,1,8-74,6-44,0-2,0-3,14,13,0,0,26:40:00,33:20:00
9/28/2003,Cowboys,Jets,18,15,7-16,5-12,0-0,0-1,158,219,202,66,360,285,11-23,21-29,2-7,0-0,41,26,0,2,1,0,1,2,5-38,4-40,0-2,0-5,13,13,0,0,32:36:00,27:24:00
9/28/2003,Falcons,Panthers,11,19,2-12,8-17,0-1,0-0,123,168,144,193,267,361,14-23,17-27,6-29,0-0,23,39,0,1,1,0,1,1,9-84,4-40,0-4,0-4,16,12,0,0,27:23:00,32:37:00
9/28/2003,Colts,Saints,20,20,7-11,6-12,0-0,0-1,318,208,100,155,418,363,21-27,21-36,1-9,2-20,28,25,0,2,0,2,0,4,2-20,5-50,0-6,0-10,17,20,2,0,31:56:00,28:04:00
9/29/2003,Packers,Bears,20,23,5-10,5-15,0-1,1-1,193,180,187,181,380,361,22-30,25-44,0-0,5-21,25,28,0,0,1,2,1,2,4-38,6-62,0-9,0-8,15,19,0,0,27:31:00,32:29:00
10/5/2003,Vikings,Falcons,16,21,4-14,3-10,0-1,0-0,233,336,166,104,399,440,14-24,28-41,2-6,2-16,38,17,0,1,1,2,1,3,8-58,7-56,0-7,0-12,23,22,0,0,33:28:00,26:32:00
10/5/2003,Bengals,Bills,18,17,6-16,3-15,0-0,1-2,212,177,67,80,279,257,26-44,19-35,1-13,4-34,27,27,1,0,1,0,2,0,7-49,6-49,0-8,0-7,18,17,0,0,34:30:00,29:23:00
10/5/2003,Raiders,Bears,18,18,5-13,4-11,0-0,1-1,182,144,119,200,301,344,17-35,13-24,1-5,2-16,26,35,0,1,2,2,2,3,5-45,11-97,0-8,0-7,16,17,0,0,28:34:00,31:26:00
10/5/2003,Cardinals,Cowboys,9,18,3-12,6-16,0-1,1-2,119,268,32,97,151,365,14-28,20-31,3-2,1-9,18,36,0,0,2,1,2,1,5-36,7-64,0-4,0-5,16,16,0,0,23:32,36:28:00
10/5/2003,Seahawks,Packers,23,27,5-10,6-9,0-2,0-0,215,177,128,159,343,336,23-39,19-25,2-10,1-8,23,35,1,0,1,0,2,0,7-57,3-25,0-8,0-6,13,8,0,0,26:50:00,33:10:00
10/5/2003,Broncos,Chiefs,22,13,5-15,3-13,0-1,0-0,292,129,176,133,468,262,21-39,15-29,0-0,0-0,31,24,1,1,0,1,1,2,7-59,7-47,0-6,0-6,17,17,0,1,34:06:00,25:54:00
10/5/2003,Titans,Patriots,23,21,6-15,6-12,1-1,0-1,341,193,70,161,411,354,23-45,17-31,2-19,3-26,27,27,0,0,1,0,1,0,8-66,9-55,0-11,0-9,18,19,0,2,31:55:00,28:05:00
10/5/2003,Dolphins,Giants,15,25,7-16,3-9,0-0,0-0,151,273,134,77,285,350,14-26,31-43,2-16,1-3,30,23,1,1,0,3,1,4,6-50,5-35,0-3,0-6,12,17,0,0,29:37:00,30:23:00
10/5/2003,Saints,Panthers,17,21,8-15,8-14,0-0,1-1,189,124,155,185,344,309,16-31,15-23,0-0,0-0,29,40,0,1,1,0,1,1,7-64,4-20,0-5,0-4,13,12,0,1,26:58:00,33:02:00
10/5/2003,Chargers,Jaguars,21,21,5-11,6-14,0-0,0-1,277,313,69,123,346,436,24-41,19-28,4-19,3-23,13,37,2,1,0,0,2,1,10-61,8-89,0-4,0-4,15,15,0,0,26:47:00,33:13:00
10/5/2003,Washington,Eagles,20,18,5-17,6-14,1-1,0-0,258,140,49,127,307,267,25-50,16-30,2-13,3-17,21,30,0,0,2,2,2,2,11-85,7-86,0-7,0-6,18,18,0,2,27:31:00,32:29:00
10/5/2003,Lions,49ers,15,20,2-11,6-15,0-1,0-0,221,183,84,142,305,325,20-36,15-27,0-0,2-9,20,39,0,0,2,1,2,1,5-48,4-45,0-6,0-6,17,16,0,0,25:37:00,34:23:00
10/5/2003,Browns,Steelers,22,11,7-13,1-11,0-0,0-1,200,149,124,60,324,209,20-25,14-30,1-8,3-12,40,18,1,1,1,2,2,3,2-10,10-62,0-7,0-8,16,18,2,0,37:28:00,22:32
10/6/2003,Colts,Buccaneers,24,25,5-15,6-14,2-2,0-0,381,318,74,139,455,457,34-47,26-39,1-5,0-0,22,33,1,0,1,1,2,1,11-80,11-111,0-7,0-5,17,18,0,4,32:48:00,38:25:00
10/12/2003,  .  Ravens,Cardinals,13,16,5-13,2-11,0-0,0-1,72,230,213,90,285,320,9-18,22-36,1-3,2-17,38,20,0,0,0,3,0,3,6-55,5-35,0-5,0-5,14,18,3,0,32:42:00,27:18:00
10/12/2003,Raiders,Browns,12,20,3-12,6-13,2-3,1-1,164,113,90,171,254,284,21-33,16-26,1-1,2-14,21,32,0,1,0,0,0,1,19-128,6-55,0-4,0-2,12,10,0,0,28:22:00,31:38:00
10/12/2003,Eagles,Cowboys,14,15,5-15,5-16,1-1,1-1,115,173,117,119,232,292,11-26,15-26,2-11,1-10,32,36,1,0,0,1,1,1,2-10,5-23,0-6,0-6,18,16,0,1,27:56:00,32:04:00
10/12/2003,Chiefs,Packers,22,24,9-17,6-15,0-0,1-1,400,257,82,183,482,440,27-45,25-36,0-0,3-15,26,35,0,1,0,1,0,2,5-40,3-25,0-7,0-7,20,19,2,0,29:43:00,36:35:00
10/12/2003,Texans,Titans,24,22,2-9,5-11,0-0,0-0,367,421,91,114,458,535,25-42,18-27,1-4,1-00,16,33,0,1,3,0,3,1,6-50,8-69,0-8,0-2,18,13,0,2,26:17:00,33:43:00
10/12/2003,Panthers,Colts,17,20,5-15,3-12,0-0,1-1,152,293,189,76,341,369,12-20,23-34,3-29,0-0,41,27,1,2,1,1,2,3,9-70,4-30,0-7,0-6,18,16,0,0,37:52:00,27:47:00
10/12/2003,Giants,Patriots,26,12,7-17,1-11,0-2,0-0,306,91,76,129,382,220,35-59,8-21,2-8,2-21,24,31,1,0,4,0,5,0,8-50,10-110,0-4,0-4,16,16,0,2,35:13:00,24:47:00
10/12/2003,Bears,Saints,16,18,4-12,9-15,1-1,0-1,131,153,140,130,271,283,10-21,14-29,3-21,0-0,32,34,2,0,0,0,2,0,5-86,6-35,0-5,0-5,12,13,0,0,30:26:00,29:34:00
10/12/2003,Buccaneers,Washington,25,19,6-10,9-16,0-0,0-1,268,207,111,68,379,275,22-30,25-36,0-0,6-39,25,23,0,1,0,2,0,3,6-59,9-72,0-5,0-4,13,14,2,0,29:03:00,30:57:00
10/12/2003,Dolphins,Jaguars,16,22,4-10,8-17,0-0,0-3,143,244,91,88,234,332,14-27,24-42,1-4,4-12,24,30,1,2,1,3,2,5,11-149,7-50,0-4,0-5,14,16,3,0,27:06:00,32:54:00
10/12/2003,Steelers,Broncos,17,15,4-15,2-8,2-2,0-0,130,165,85,77,215,242,20-31,17-28,7-56,2-7,30,18,1,1,0,2,1,3,9-85,6-37,0-4,0-2,14,15,0,0,36:15:00,23:45
10/12/2003,Bills,Jets,15,13,5-15,4-11,1-4,0-0,140,115,53,118,193,233,24-41,11-17,7-62,2-15,19,33,2,0,2,0,4,0,5-45,3-25,0-5,0-6,17,13,0,0,32:08:00,27:52:00
10/12/2003,49ers,Seahawks,19,21,5-12,8-15,0-0,0-0,150,186,111,147,261,333,16-27,17-27,4-18,4-21,29,34,1,0,0,1,1,1,6-33,8-105,0-8,0-6,15,15,0,0,27:34:00,32:26:00
10/13/2003,Falcons,Rams,9,26,4-13,6-11,0-0,0-1,136,377,73,119,209,496,12-28,24-35,3-19,0-0,21,31,2,1,2,2,4,3,3-30,6-45,0-3,0-6,19,14,0,2,22:40,37:20:00
10/19/2003,Patriots,Dolphins,16,20,6-15,4-12,0-0,0-0,273,229,59,97,332,326,24-34,20-35,1-10,1-1,29,29,2,1,0,2,2,3,5-34,4-40,0-4,0-6,15,15,0,0,34:45:00,34:30:00
10/19/2003,Saints,Falcons,27,11,10-16,3-12,1-1,1-1,342,108,164,130,506,238,23-31,9-29,3-10,1-7,36,22,1,0,0,1,1,1,7-54,5-78,0-7,0-7,13,19,0,0,38:10:00,21:50
10/19/2003,Ravens,Bengals,21,17,2-11,7-15,1-1,0-0,281,244,120,59,401,303,15-27,16-27,3-21,4-30,29,28,2,0,1,0,3,0,13-113,8-65,0-8,0-3,18,17,0,0,29:04:00,30:56:00
10/19/2003,Chargers,Browns,15,20,2-12,2-14,1-2,1-3,61,176,228,101,289,277,9-19,24-44,1-13,3-16,36,22,1,0,1,2,2,2,12-93,7-76,0-5,0-8,18,20,2,0,28:49:00,31:11:00
10/19/2003,Cowboys,Lions,25,9,5-14,5-15,1-2,0-1,197,74,134,83,331,157,19-27,10-33,1-1,1-7,43,21,1,1,0,3,1,4,6-65,9-96,0-5,0-7,15,20,2,2,37:21:00,22:39
10/19/2003,Packers,Rams,22,22,4-11,5-12,1-1,0-0,256,239,116,131,372,370,23-32,22-34,1-12,2-8,26,27,3,0,1,2,4,2,6-40,8-64,0-4,0-6,19,16,0,0,29:11:00,30:49:00
10/19/2003,Broncos,Vikings,27,14,3-11,3-11,0-1,1-2,183,268,138,72,321,340,21-37,19-26,5-40,2-9,27,22,0,0,3,0,3,0,5-40,14-108,0-6,0-5,14,16,0,2,32:06:00,27:54:00
10/19/2003,Eagles,Giants,9,25,4-13,7-17,0-0,0-1,47,159,87,180,134,339,9-23,22-36,3-17,3-15,23,41,1,2,1,0,2,2,6-35,6-66,0-2,0-4,15,14,1,0,24:18:00,35:42:00
10/19/2003,Titans,Panthers,15,19,5-17,4-14,1-2,1-2,214,339,134,44,348,383,13-25,31-49,3-26,4-23,36,17,0,4,0,0,0,4,5-40,5-45,0-6,0-4,18,23,2,0,33:28:00,26:32:00
10/19/2003,Jets,Texans,18,17,4-12,3-12,0-0,1-2,160,156,140,169,300,325,15-29,15-23,2-22,2-14,27,36,0,0,0,0,0,0,2-9,8-50,0-4,0-8,12,16,0,0,25:44:00,34:16:00
10/19/2003,Washington,Bills,8,25,2-14,3-10,1-1,0-0,110,236,59,196,169,432,9-28,19-26,2-6,1-8,23,39,1,1,0,1,1,2,9-77,9-95,0-4,0-4,17,14,0,0,23:05,36:55:00
10/19/2003,Buccaneers,49ers,14,22,3-12,3-13,1-1,1-2,258,246,68,212,326,458,25-41,15-29,2-7,1-7,14,41,1,1,3,1,4,2,6-74,5-35,0-4,0-6,16,13,0,0,26:52:00,33:08:00
10/19/2003,Bears,Seahawks,19,22,6-16,5-10,2-2,1-1,124,211,87,124,211,335,19-34,19-27,3-25,2-4,28,28,0,1,2,1,2,2,6-64,5-45,0-5,0-7,15,14,0,0,34:11:00,25:49:00
10/20/2003,Chiefs,Raiders,16,25,4-13,4-14,0-0,1-2,194,257,125,100,319,357,11-22,26-47,2-12,4-25,31,25,0,1,1,2,1,3,7-67,6-50,0-4,0-6,15,15,0,0,28:01:00,31:59:00
10/26/2003,  .  Browns,Patriots,13,19,3-14,4-14,2-2,0-0,119,253,84,94,203,347,22-36,20-33,4-36,1-6,19,30,0,0,1,0,1,0,5-25,3-30,0-4,0-2,13,12,0,0,26:51:00,33:09:00
10/26/2003,Lions,Bears,16,14,4-14,8-16,1-2,0-0,180,193,80,68,260,261,23-40,20-31,0-0,2-14,24,26,0,0,2,0,2,0,9-64,7-60,0-5,0-4,15,15,1,1,29:53:00,30:07:00
10/26/2003,Seahawks,Bengals,24,19,8-14,7-16,1-1,1-1,338,218,121,194,459,412,26-43,18-30,2-6,2-8,24,34,2,0,3,0,5,0,5-30,7-60,0-6,0-7,17,14,0,0,27:34:00,32:26:00
